# "FRPline","FRPsample","FRPlats","FRPlons","FRPT21","FRPT31","FRPMeanT21","FRPMeanT31","FRPMeanDT","FRPMADT21","FRPMADT31","FRP_MAD_DT","FRPpower","FRP_AdjCloud","FRP_AdjWater","FRP_NumValid","FRP_confidence"
1498.00	610.00	65.37	-146.88	322.34	299.45	303.83	298.41	5.42	5.51	3.23	2.33	19.06	0.00	0.00	21.00	63.25
1499.00	610.00	65.36	-146.89	335.99	303.04	306.70	299.68	7.02	6.14	3.20	3.40	36.50	0.00	0.00	22.00	76.76
1500.00	617.00	65.33	-146.75	328.86	305.07	313.24	303.92	9.32	3.59	2.55	3.06	19.15	0.00	0.00	22.00	73.71
1500.00	631.00	65.29	-146.46	336.97	294.39	305.74	290.52	15.22	5.04	3.31	3.31	39.01	2.00	0.00	15.00	83.72
1501.00	605.00	65.36	-147.01	311.75	299.34	301.22	297.43	3.80	1.15	0.79	0.41	9.30	0.00	0.00	22.00	56.66
